0,100
1,1624.6778333333332
2,1223.1205
3,1272.6249999799998
4,2354.0
5,2513.3805000199995
6,3784.999999999999
7,1290.9999999999998
8,1359.9999999999998
9,2608.0249999999996
10,2501.9999999999995
11,3940.893000019999
12,110
13,1274.0
14,1252.4999999999998
15,1311.9999999999998
16,1412.6009999799999
17,1263.0
18,1323.0
19,1304.0
20,1324.8805000199998
21,20
22,2555.1205
23,2627.0900000799993
24,1370.9999999999998
25,10
26,41.0
27,60
28,1263.0
29,3949.384499999999
30,1320.9999999999998
31,2481.0
32,110
33,90
34,31.0
35,20
36,1242.77700003
37,1281.5
38,1322.8124999999998
39,160
40,2604.4999999999995
41,2688.1134999799997
42,1250.9999999999998
43,3888.9209999999994
44,2576.0849999999996
45,1464.4644999999998
46,2466.3125
47,160
48,937.6666666666666
49,30
50,2601.0
51,1419.9999999999998
52,20
53,1311.9999999999998
54,30
55,11.0
56,2414.0
57,150
58,20
59,2384.0
60,1211.9999999999998
61,160
62,1161.63299998
63,1220.9999999999998
64,140
65,1322.6805
66,2472.9999999999995
67,2670.9999999999995
68,1250.9999999999998
69,2957.026333353333
70,1271.0
71,130
72,50
73,20
74,1150.0
75,1220.9999999999998
76,2615.0894999999996
77,1230.9999999999998
78,1323.9999999999998
79,50.96050006
80,2462.5
81,986.6666666666665
82,111.0
83,2536.0
84,2632.5645000299996
85,160
86,10
87,1294.06450003
88,1282.42049998
89,1182.0
90,2563.629
91,2531.9999999999995
92,3909.5695000199994
93,161.0
94,1141.56450003
95,1391.9999999999998
96,61.0
97,1400.9999999999998
98,80
99,31.0
100,110
101,50.5125
102,1151.0
103,1370.9999999999998
104,1302.2445
105,1331.9999999999998
106,1322.3445
107,20
108,80
109,1174.94550007
110,120
111,100
112,1273.0
113,1230.9999999999998
114,110
115,11.0
116,1251.84099996
117,70
118,1234.0
119,20
120,90
121,70
122,1283.4999999999998
123,1292.9999999999998
124,150
125,1131.0
126,130
127,2786.9649999999997
128,1220.9999999999998
129,1281.6804999999997
130,1272.8845
131,1333.7845
132,1321.5
133,61.0
134,10
135,11.0
136,1295.4999999999998
137,2402.7445
138,2469.9999999999995
139,2584.9407500999996
140,120
141,2494.8844999999997
142,120
143,2879.7138333533335
144,1323.3050000599999
145,60
146,30
147,61.0
148,1231.5125
149,141.0
150,50
151,1029.4111666666665
152,1221.0
153,1320.9999999999998
154,1292.5
155,1213.5
156,2555.5249999999996
157,120
158,60
159,1200.0
160,350
161,21.0
162,1213.4645
163,160
164,20
165,30
166,150
167,1181.0
168,110
169,2643.0
170,1243.973
171,1245.2445
172,31.0
173,1573.3333333333333
174,60
175,1240.9999999999998
176,1260.9999999999998
177,1282.3444999999997
178,1663.333333333333
179,11.0
180,1262.0
181,70
182,1182.0
183,120
184,1154.0
185,120
186,50
187,41.0
188,20
189,1122.42049998
190,121.0
191,20
192,1111.6205
193,110
194,1132.42049998
195,140
196,1171.0
197,1340.9999999999998
198,70
199,1390.9999999999998
200,10
201,30
202,20
203,2578.2445
204,151.0
205,2381.0
206,1701.9999999999998
207,2405.0
208,2562.4204999799995
209,1291.9999999999998
210,1222.8124999999998
211,1373.9999999999998
212,40
213,63.037
214,141.0
215,40
216,21.0
217,100
218,30
219,1263.0
220,2472.0975
221,1262.4999999999998
222,100
223,1310.5645000299999
224,1252.0
225,1143.0
226,150
227,1.0
228,60
229,2473.0
230,1259.9999999999998
231,1413.1769999999997
232,2593.9999999999995
233,110
234,50
235,1230.9999999999998
236,130
237,40
238,1271.0
239,1131.0
240,1230.9999999999998
241,120
242,50
243,101.0
244,1313.3049999799998
245,1140.0
246,1241.9999999999998
247,1433.3124999999998
248,1272.0
249,1304.0010000199998
250,110
251,1322.4645
252,10
253,1313.96050006
254,50
255,31.5
256,30
257,1264.0
258,40
259,1130.0
260,1383.4644999999998
261,1323.0
262,2483.42049998
263,190
264,2564.334
265,60
266,50
267,50
268,90.6805
269,1182.0
270,130
271,60
